id	direction	compartment	gpr	name	pathway	equation	definition	flux	min_flux	lowerbound	max_flux	upperbound
rxn01218_c0	>	Cytosol	((Hot5F3Rast.CDS.3323 or Hot5F3Rast.CDS.3323_mRNA) or (Hot5F3Rast.CDS.4669 or Hot5F3Rast.CDS.4669_mRNA) or (Hot5F3Rast.CDS.4265 or Hot5F3Rast.CDS.1884 or Hot5F3Rast.CDS.4265_mRNA or Hot5F3Rast.CDS.1884_mRNA))	2'-Deoxycytidine 5'-monophosphate phosphohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00206[c0] => (1) cpd00009[c0] + (1) cpd00654[c0]	(1) H2O [c0][c0] + (1) dCMP [c0][c0] => (1) Phosphate [c0][c0] + (1) Deoxycytidine [c0][c0]	0	0	0	16.4085	1000
rxn03360_c0	=	Cytosol	(Hot5F3Rast.CDS.2079 or Hot5F3Rast.CDS.2612)	5-Hydroxykynurenamine decarboxy-lyase [c0]		(1) cpd00011[c0] + (1) cpd03349[c0] <=> (1) cpd00067[c0] + (1) cpd03362[c0]	(1) CO2 [c0][c0] + (1) 5-Hydroxykynurenamine [c0][c0] <=> (1) H+ [c0][c0] + (1) 5-Hydroxykynurenine [c0][c0]	0	0	-1000	0	1000
rxn00509_c0	>	Cytosol	(Hot5F3Rast.CDS.3518 or Hot5F3Rast.CDS.3518_mRNA or Hot5F3Rast.CDS.513_mRNA or Hot5F3Rast.CDS.5040_mRNA or Hot5F3Rast.CDS.513 or Hot5F3Rast.CDS.1109 or Hot5F3Rast.CDS.5040 or Hot5F3Rast.CDS.3342 or Hot5F3Rast.CDS.3342_mRNA or Hot5F3Rast.CDS.1109_mRNA)	Succinate-semialdehyde:NADP+ oxidoreductase [c0]		(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd00199[c0] => (1) cpd00005[c0] + (1) cpd00036[c0] + (2) cpd00067[c0]	(1) H2O [c0][c0] + (1) NADP [c0][c0] + (1) 4-Oxobutanoate [c0][c0] => (1) NADPH [c0][c0] + (1) Succinate [c0][c0] + (2) H+ [c0][c0]	0	0	0	0	1000
rxn00962_c0	>	Cytosol	(Hot5F3Rast.CDS.13 or Hot5F3Rast.CDS.4625_mRNA or Hot5F3Rast.CDS.4625 or Hot5F3Rast.CDS.13_mRNA)	4-hydroxybenzoate,NADPH:oxygen oxidoreductase (3-hydroxylating) [c0]		(1) cpd00005[c0] + (1) cpd00007[c0] + (1) cpd00067[c0] + (1) cpd00136[c0] => (1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd00197[c0]	(1) NADPH [c0][c0] + (1) O2 [c0][c0] + (1) H+ [c0][c0] + (1) 4-Hydroxybenzoate [c0][c0] => (1) H2O [c0][c0] + (1) NADP [c0][c0] + (1) Protocatechuate [c0][c0]	0	0	0	0	1000
rxn05654_c0	=	Cytosol	(Hot5F3Rast.CDS.5055_mRNA or Hot5F3Rast.CDS.2208_mRNA or Hot5F3Rast.CDS.4064_mRNA or Hot5F3Rast.CDS.5645 or Hot5F3Rast.CDS.3574_mRNA or Hot5F3Rast.CDS.4961 or Hot5F3Rast.CDS.4059 or Hot5F3Rast.CDS.5527_mRNA or Hot5F3Rast.CDS.5608 or Hot5F3Rast.CDS.563_mRNA or Hot5F3Rast.CDS.3605 or Hot5F3Rast.CDS.4059_mRNA or Hot5F3Rast.CDS.2166_mRNA or Hot5F3Rast.CDS.5494_mRNA or Hot5F3Rast.CDS.5527 or Hot5F3Rast.CDS.57 or Hot5F3Rast.CDS.5494 or Hot5F3Rast.CDS.3942_mRNA or Hot5F3Rast.CDS.2208 or Hot5F3Rast.CDS.3605_mRNA or Hot5F3Rast.CDS.5055 or Hot5F3Rast.CDS.57_mRNA or Hot5F3Rast.CDS.678 or Hot5F3Rast.CDS.5378 or Hot5F3Rast.CDS.4381 or Hot5F3Rast.CDS.31 or Hot5F3Rast.CDS.5378_mRNA or Hot5F3Rast.CDS.5539_mRNA or Hot5F3Rast.CDS.563 or Hot5F3Rast.CDS.4961_mRNA or Hot5F3Rast.CDS.4064 or Hot5F3Rast.CDS.3942 or Hot5F3Rast.CDS.2005 or Hot5F3Rast.CDS.3574 or Hot5F3Rast.CDS.5645_mRNA or Hot5F3Rast.CDS.2005_mRNA or Hot5F3Rast.CDS.4361_mRNA or Hot5F3Rast.CDS.31_mRNA or Hot5F3Rast.CDS.5539 or Hot5F3Rast.CDS.678_mRNA or Hot5F3Rast.CDS.4381_mRNA or Hot5F3Rast.CDS.4361 or Hot5F3Rast.CDS.2166)	Transport of succinate, extracellular [c0]		(1) cpd00036[e0] + (1) cpd00067[e0] <=> (1) cpd00036[c0] + (1) cpd00067[c0]	(1) Succinate [e0][e0] + (1) H+ [e0][e0] <=> (1) Succinate [c0][c0] + (1) H+ [c0][c0]	0	-6.17073	-1000	0	1000
rxn01199_c0	>	Cytosol	(Hot5F3Rast.CDS.5291_mRNA or Hot5F3Rast.CDS.5291 or Hot5F3Rast.CDS.5628 or Hot5F3Rast.CDS.5628_mRNA)	ATP:D-xylulose 5-phosphotransferase [c0]		(1) cpd00002[c0] + (1) cpd00259[c0] => (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00198[c0]	(1) ATP [c0][c0] + (1) D-Lyxulose [c0][c0] => (1) ADP [c0][c0] + (1) H+ [c0][c0] + (1) D-Xylulose5-phosphate [c0][c0]	0	0	0	0	1000
rxn08807_c0	=	Cytosol	(Hot5F3Rast.CDS.3490 or Hot5F3Rast.CDS.3490_mRNA)	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm) [c0]		(1) cpd00001[c0] + (1) cpd15317[c0] <=> (1) cpd00067[c0] + (1) cpd00908[c0] + (1) cpd15237[c0]	(1) H2O [c0][c0] + (1) 1-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl [c0][c0] <=> (1) H+ [c0][c0] + (1) Glycerophosphoethanolamine [c0][c0] + (1) hexadecenoate [c0][c0]	0	0	-1000	0	1000
rxn01663_c0	=	Cytosol	(Hot5F3Rast.CDS.2099_mRNA or Hot5F3Rast.CDS.2099)	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase [c0]		(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd00351[c0] <=> (1) cpd00005[c0] + (1) cpd00023[c0] + (1) cpd00067[c0] + (1) cpd02522[c0]	(1) H2O [c0][c0] + (1) NADP [c0][c0] + (1) Saccharopine [c0][c0] <=> (1) NADPH [c0][c0] + (1) L-Glutamate [c0][c0] + (1) H+ [c0][c0] + (1) 2-Aminoadipate 6-semialdehyde [c0][c0]	0	0	-1000	0	1000
rxn00501_c0	=	Cytosol	(Hot5F3Rast.CDS.4300_mRNA or Hot5F3Rast.CDS.4300)	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating) [c0]		(1) cpd00003[c0] + (1) cpd00010[c0] + (1) cpd00191[c0] <=> (1) cpd00004[c0] + (1) cpd00011[c0] + (1) cpd00022[c0]	(1) NAD [c0][c0] + (1) CoA [c0][c0] + (1) 3-Oxopropanoate [c0][c0] <=> (1) NADH [c0][c0] + (1) CO2 [c0][c0] + (1) Acetyl-CoA [c0][c0]	0	0	-1000	0	1000
rxn10344_c0	>	Cytosol	(Hot5F3Rast.CDS.138 or Hot5F3Rast.CDS.4861 or Hot5F3Rast.CDS.5111 or Hot5F3Rast.CDS.5123 or Hot5F3Rast.CDS.2539)	Lead (Pb+2) ABC transporter [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd04097[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd04097[e0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Pb [c0][c0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) Pb [e0][e0]	0	0	0	0	1000
rxn02320_c0	=	Cytosol	(Hot5F3Rast.CDS.3033 and (Hot5F3Rast.CDS.3138_mRNA or Hot5F3Rast.CDS.3138))	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase [c0]		(1) cpd00024[c0] + (1) cpd00807[c0] <=> (1) cpd00023[c0] + (1) cpd00930[c0]	(1) 2-Oxoglutarate [c0][c0] + (1) L-histidinol-phosphate [c0][c0] <=> (1) L-Glutamate [c0][c0] + (1) imidazole acetol-phosphate [c0][c0]	-0.0283868	-8.20991	-1000	-0.00283868	1000
rxn03384_c0	>	Cytosol	(Hot5F3Rast.CDS.1838_mRNA or Hot5F3Rast.CDS.1838)	Uroporphyrinogen I carboxy-lyase [c0]		(4) cpd00067[c0] + (1) cpd03414[c0] => (4) cpd00011[c0] + (1) cpd03416[c0]	(4) H+ [c0][c0] + (1) UroporphyrinogenI [c0][c0] => (4) CO2 [c0][c0] + (1) CoproporphyrinogenI [c0][c0]	0	0	0	0	1000
rxn05167_c0	>	Cytosol	(Hot5F3Rast.CDS.1969_mRNA or Hot5F3Rast.CDS.1969)	D-xylose transport via ABC system [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00154[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00154[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Xylose [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) Xylose [c0][c0]	0	0	0	0	1000
rxn02095_c0	=	Cytosol	(Hot5F3Rast.CDS.5237 or Hot5F3Rast.CDS.5237_mRNA)	Galactitol:NAD+ 2-oxidoreductase [c0]		(1) cpd00003[c0] + (1) cpd01171[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00589[c0]	(1) NAD [c0][c0] + (1) Dulcose [c0][c0] <=> (1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) D-Tagatose [c0][c0]	0	0	-1000	0	1000
rxn02504_c0	=	Cytosol	Hot5F3Rast.CDS.4528	2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase [c0]		(1) cpd02961[c0] <=> (1) cpd00229[c0] + (1) cpd00954[c0]	(1) Dihydroneopterin [c0][c0] <=> (1) Glycolaldehyde [c0][c0] + (1) 6-hydroxymethyl dihydropterin [c0][c0]	0.00178111	0.000178111	-1000	0.00178111	1000
rxn04082_c0	=	Cytosol	(Hot5F3Rast.CDS.885_mRNA or Hot5F3Rast.CDS.885)	L-ribulose-5-phosphate 4-epimerase [c0]		(1) cpd00808[c0] <=> (1) cpd00198[c0]	(1) L-ribulose-5-phosphate [c0][c0] <=> (1) D-Xylulose5-phosphate [c0][c0]	0	0	-1000	0	1000
rxn04996_c0	<	Cytosol	(Hot5F3Rast.CDS.2704 or Hot5F3Rast.CDS.2704_mRNA)	dimethyallyl diphosphate:NADP+ oxidoreductase [c0]		(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd00202[c0] <= (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd08615[c0]	(1) H2O [c0][c0] + (1) NADP [c0][c0] + (1) DMAPP [c0][c0] <= (1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate [c0][c0]	-0.0136843	-0.145184	-1000	0	0
rxn00262_c0	>	Cytosol	(Hot5F3Rast.CDS.2190_mRNA or Hot5F3Rast.CDS.1045_mRNA or Hot5F3Rast.CDS.2190 or Hot5F3Rast.CDS.1045)	L-Aspartic acid:oxygen oxidoreductase (deaminating) [c0]		(1) cpd00001[c0] + (1) cpd00007[c0] + (1) cpd00041[c0] => (1) cpd00013[c0] + (1) cpd00025[c0] + (1) cpd00032[c0]	(1) H2O [c0][c0] + (1) O2 [c0][c0] + (1) L-Aspartate [c0][c0] => (1) NH3 [c0][c0] + (1) H2O2 [c0][c0] + (1) Oxaloacetate [c0][c0]	0	0	0	9.90076	1000
rxn10262_c0	=	Cytosol	(Hot5F3Rast.CDS.2723_mRNA or Hot5F3Rast.CDS.2723)	isopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase [c0]		(1) cpd00080[c0] + (1) cpd15686[c0] <=> (1) cpd00046[c0] + (1) cpd15719[c0]	(1) Glycerol-3-phosphate [c0][c0] + (1) CDP-1,2-diisopentadecanoylglycerol [c0][c0] <=> (1) CMP [c0][c0] + (1) Diisopentadecanoylphosphatidylglycerophosphate [c0][c0]	0	0	-1000	0	1000
rxn10126_c0	>	Cytosol	((Hot5F3Rast.CDS.3191 or Hot5F3Rast.CDS.3191_mRNA) and (Hot5F3Rast.CDS.3193_mRNA or Hot5F3Rast.CDS.515_mRNA or Hot5F3Rast.CDS.3193 or Hot5F3Rast.CDS.515) and (Hot5F3Rast.CDS.3196_mRNA or Hot5F3Rast.CDS.3196) and (Hot5F3Rast.CDS.3192 or Hot5F3Rast.CDS.3192_mRNA))	succinate dehyrdogenase [c0]		(1) cpd00982[c0] + (1) cpd15560[c0] => (1) cpd00015[c0] + (1) cpd00067[c0] + (1) cpd15561[c0]	(1) FADH2 [c0][c0] + (1) Ubiquinone-8 [c0][c0] => (1) FAD [c0][c0] + (1) H+ [c0][c0] + (1) Ubiquinol-8 [c0][c0]	0	0	0	32.7188	1000
rxn08084_c0	>	Cytosol	(Hot5F3Rast.CDS.4002 or Hot5F3Rast.CDS.4002_mRNA)	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0) [c0]		(1) cpd00067[c0] + (1) cpd11466[c0] + (1) cpd15331[c0] => (1) cpd11493[c0] + (1) cpd15522[c0]	(1) H+ [c0][c0] + (1) Myristoyl-ACP [c0][c0] + (1) 1-tetradecanoyl-sn-glycerol 3-phosphate [c0][c0] => (1) ACP [c0][c0] + (1) 1,2-ditetradecanoyl-sn-glycerol 3-phosphate [c0][c0]	0	0	0	0	1000
rxn10225_c0	>	Cytosol	(Hot5F3Rast.CDS.4121 or Hot5F3Rast.CDS.4121_mRNA)	isohexadecanoyl-phosphatidate cytidylyltransferase [c0]		(1) cpd00052[c0] + (1) cpd15682[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15688[c0]	(1) CTP [c0][c0] + (1) 1,2-diisohexadecanoyl-sn-glycerol 3-phosphate [c0][c0] => (1) PPi [c0][c0] + (1) H+ [c0][c0] + (1) CDP-1,2-diisohexadecanoylglycerol [c0][c0]	0	0	0	0	1000
rxn00898_c0	>	Cytosol	(Hot5F3Rast.CDS.4158 or Hot5F3Rast.CDS.4158_mRNA)	2,3-Dihydroxy-3-methylbutanoate hydro-lyase [c0]		(1) cpd02498[c0] => (1) cpd00001[c0] + (1) cpd00123[c0]	(1) 2,3-Dihydroxy-isovalerate [c0][c0] => (1) H2O [c0][c0] + (1) 3-Methyl-2-oxobutanoate [c0][c0]	0	0	0	0	1000
rxn05444_c0	>	Cytosol	(Hot5F3Rast.CDS.3962_mRNA or Hot5F3Rast.CDS.3962 or Hot5F3Rast.CDS.3044 or Hot5F3Rast.CDS.3044_mRNA)	15-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c0]		(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd11543[c0] => (1) cpd00003[c0] + (1) cpd11544[c0]	(1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) 15-methyl-trans-hexa-dec-2-enoyl-ACP [c0][c0] => (1) NAD [c0][c0] + (1) 15-methyl-hexa-decanoyl-ACP [c0][c0]	0	0	0	0	1000
rxn05334_c0	=	Cytosol	(Hot5F3Rast.CDS.3041 or (Hot5F3Rast.CDS.4127 or Hot5F3Rast.CDS.4127_mRNA))	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase [c0]		(1) cpd11483[c0] <=> (1) cpd00001[c0] + (1) cpd11471[c0]	(1) (R)-3-Hydroxyoctanoyl-[acyl-carrier protein] [c0][c0] <=> (1) H2O [c0][c0] + (1) (2E)-Octenoyl-[acp] [c0][c0]	0.133144	0.0133144	-1000	3.56042	1000
rxn05040_c0	>	Cytosol	Hot5F3Rast.CDS.4588	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming) [c0]		(1) cpd00171[c0] => (1) cpd00047[c0] + (1) cpd00067[c0] + (1) cpd11225[c0]	(1) D-Ribulose5-phosphate [c0][c0] => (1) Formate [c0][c0] + (1) H+ [c0][c0] + (1) 3-4-dihydroxy-2-butanone4-phosphate [c0][c0]	0.00237482	0.000237482	0	0.00237482	1000
rxn00890_c0	=	Cytosol	(Hot5F3Rast.CDS.4456_mRNA or Hot5F3Rast.CDS.4456)	3-O-alpha-D-Galactosyl-1D-myo-inositol galactohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00910[c0] <=> (1) cpd00108[c0] + (1) cpd00121[c0]	(1) H2O [c0][c0] + (1) Galactinol [c0][c0] <=> (1) Galactose [c0][c0] + (1) L-Inositol [c0][c0]	0	0	-1000	0	1000
rxn01636_c0	=	Cytosol	Hot5F3Rast.CDS.2415	N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase [c0]		(1) cpd00023[c0] + (1) cpd00342[c0] <=> (1) cpd00064[c0] + (1) cpd00477[c0]	(1) L-Glutamate [c0][c0] + (1) N-Acetylornithine [c0][c0] <=> (1) Ornithine [c0][c0] + (1) N-Acetyl-L-glutamate [c0][c0]	0.0895373	-49.2157	-1000	49.2336	1000
rxn01598_c0	>	Cytosol	(Hot5F3Rast.CDS.1105_mRNA or Hot5F3Rast.CDS.1105)	Cyclohexanone,NADPH:oxygen oxidoreductase (6-hydroxylating 1,2-lactonizing) [c0]		(1) cpd00005[c0] + (1) cpd00007[c0] + (1) cpd00067[c0] + (1) cpd00329[c0] => (1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd01294[c0]	(1) NADPH [c0][c0] + (1) O2 [c0][c0] + (1) H+ [c0][c0] + (1) Cyclohexanone [c0][c0] => (1) H2O [c0][c0] + (1) NADP [c0][c0] + (1) 2-Oxepanone [c0][c0]	0	0	0	0	1000
rxn02090_c0	=	Cytosol	(Hot5F3Rast.CDS.5622_mRNA or Hot5F3Rast.CDS.5622)	Creatinine iminohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00585[c0] <=> (1) cpd00013[c0] + (1) cpd01679[c0]	(1) H2O [c0][c0] + (1) H+ [c0][c0] + (1) Creatinine [c0][c0] <=> (1) NH3 [c0][c0] + (1) N-Methylhydantoin [c0][c0]	0	0	-1000	0	1000
rxn05377_c0	=	Cytosol	Hot5F3Rast.CDS.3041	12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase [c0]		(1) cpd11513[c0] <=> (1) cpd00001[c0] + (1) cpd11514[c0]	(1) 12-methyl-3-hydroxy-tetra-decanoyl-ACP [c0][c0] <=> (1) H2O [c0][c0] + (1) 12-methyl-trans-tetra-dec-2-enoyl-ACP [c0][c0]	0	0	-1000	0	1000
rxn08556_c0	>	Cytosol	(Hot5F3Rast.CDS.2050_mRNA or Hot5F3Rast.CDS.2050)	sn-glycerol 3-phosphate:ubiquinone-8 oxidoreductase [c0]		(1) cpd00080[c0] + (1) cpd15560[c0] => (1) cpd00095[c0] + (1) cpd15561[c0]	(1) Glycerol-3-phosphate [c0][c0] + (1) Ubiquinone-8 [c0][c0] => (1) Glycerone-phosphate [c0][c0] + (1) Ubiquinol-8 [c0][c0]	0	0	0	32.7188	1000
rxn01843_c0	=	Cytosol	(Hot5F3Rast.CDS.3524 or Hot5F3Rast.CDS.660 or Hot5F3Rast.CDS.3524_mRNA or Hot5F3Rast.CDS.660_mRNA or Hot5F3Rast.CDS.2333)	2-phenylacetamide amidohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd01647[c0] <=> (1) cpd00013[c0] + (1) cpd00430[c0]	(1) H2O [c0][c0] + (1) H+ [c0][c0] + (1) 2-Phenylacetamide [c0][c0] <=> (1) NH3 [c0][c0] + (1) PACT [c0][c0]	0	0	-1000	0	1000
rxn00816_c0	=	Cytosol	(Hot5F3Rast.CDS.5407_mRNA or Hot5F3Rast.CDS.5408 or Hot5F3Rast.CDS.2165_mRNA or Hot5F3Rast.CDS.4461_mRNA or Hot5F3Rast.CDS.5408_mRNA or Hot5F3Rast.CDS.4461 or Hot5F3Rast.CDS.5407 or Hot5F3Rast.CDS.2165)	Lactose galactohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00208[c0] <=> (1) cpd00027[c0] + (1) cpd00108[c0]	(1) H2O [c0][c0] + (1) LACT [c0][c0] <=> (1) D-Glucose [c0][c0] + (1) Galactose [c0][c0]	0	-49.2246	-1000	0	1000
rxn01750_c0	>	Cytosol	(Hot5F3Rast.CDS.999_mRNA or Hot5F3Rast.CDS.999)	CDPglucose 4,6-hydro-lyase [c0]		(1) cpd00390[c0] => (1) cpd00001[c0] + (1) cpd00897[c0]	(1) CDP-glucose [c0][c0] => (1) H2O [c0][c0] + (1) CDP-4-dehydro-6-deoxy-D-glucose [c0][c0]	0	0	0	0	1000
rxn02988_c0	<	Cytosol	(Hot5F3Rast.CDS.1044 or Hot5F3Rast.CDS.2191_mRNA or Hot5F3Rast.CDS.1044_mRNA or Hot5F3Rast.CDS.2191)	glycerone phosphate:iminosuccinate alkyltransferase (cyclizing) [c0]		(2) cpd00001[c0] + (1) cpd00009[c0] + (1) cpd02333[c0] <= (1) cpd00095[c0] + (1) cpd03470[c0]	(2) H2O [c0][c0] + (1) Phosphate [c0][c0] + (1) Quinolinate [c0][c0] <= (1) Glycerone-phosphate [c0][c0] + (1) Iminoaspartate [c0][c0]	-0.00118741	-0.00118741	-1000	-0.000118741	0
rxn04792_c0	=	Cytosol	(Hot5F3Rast.CDS.3514_mRNA or Hot5F3Rast.CDS.3514)	S-(hydroxymethyl)glutathione dehydrogenase [c0]		(1) cpd00003[c0] + (1) cpd09879[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00759[c0]	(1) NAD [c0][c0] + (1) S-(Hydroxymethyl)glutathione [c0][c0] <=> (1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) S-Formylglutathione [c0][c0]	0	-1000	-1000	1000	1000
rxn00165_c0	>	Cytosol	((Hot5F3Rast.CDS.4545 and Hot5F3Rast.CDS.4545) or (Hot5F3Rast.CDS.362 or Hot5F3Rast.CDS.362_mRNA))	L-serine ammonia-lyase [c0]		(1) cpd00054[c0] => (1) cpd00013[c0] + (1) cpd00020[c0]	(1) L-Serine [c0][c0] => (1) NH3 [c0][c0] + (1) Pyruvate [c0][c0]	0	0	0	49.2246	1000
rxn10228_c0	>	Cytosol	Hot5F3Rast.CDS.5328	isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase [c0]		(1) cpd00054[c0] + (1) cpd15685[c0] => (1) cpd00046[c0] + (2) cpd00067[c0] + (1) cpd15691[c0]	(1) L-Serine [c0][c0] + (1) CDP-1,2-diisotetradecanoylglycerol [c0][c0] => (1) CMP [c0][c0] + (2) H+ [c0][c0] + (1) Diisotetradecanoylphosphatidylserine [c0][c0]	0	0	0	0	1000
rxn01117_c0	=	Cytosol	(Hot5F3Rast.CDS.3065_mRNA or Hot5F3Rast.CDS.3065)	D-arabinose-5-phosphate aldose-ketose-isomerase [c0]		(1) cpd00817[c0] <=> (1) cpd00171[c0]	(1) D-Arabinose5-phosphate [c0][c0] <=> (1) D-Ribulose5-phosphate [c0][c0]	-0.0238064	-0.0238064	-1000	-0.00238064	1000
rxn05542_c0	>	Cytosol	((Hot5F3Rast.CDS.156 or Hot5F3Rast.CDS.156_mRNA) and (Hot5F3Rast.CDS.67 or Hot5F3Rast.CDS.838_mRNA or Hot5F3Rast.CDS.837_mRNA or Hot5F3Rast.CDS.838 or Hot5F3Rast.CDS.837 or Hot5F3Rast.CDS.67_mRNA))	oligopeptide-transporting ATPase [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd11585[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd11585[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) L-alanylglycine [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) L-alanylglycine [c0][c0]	0	0	0	0	1000
rxn01121_c0	>	Cytosol	(Hot5F3Rast.CDS.829_mRNA or Hot5F3Rast.CDS.5364 or Hot5F3Rast.CDS.5364_mRNA or Hot5F3Rast.CDS.829)	D-gluconate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming) [c0]		(1) cpd00222[c0] => (1) cpd00001[c0] + (1) cpd00176[c0]	(1) GLCN [c0][c0] => (1) H2O [c0][c0] + (1) 2-keto-3-deoxygluconate [c0][c0]	0	0	0	0	1000
rxn00001_c0	>	Cytosol	(Hot5F3Rast.CDS.3142 or Hot5F3Rast.CDS.3142_mRNA)	diphosphate phosphohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00012[c0] => (2) cpd00009[c0] + (1) cpd00067[c0]	(1) H2O [c0][c0] + (1) PPi [c0][c0] => (2) Phosphate [c0][c0] + (1) H+ [c0][c0]	0	0	0	49.2246	1000
rxn05369_c0	=	Cytosol	Hot5F3Rast.CDS.3041	8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase [c0]		(1) cpd11505[c0] <=> (1) cpd00001[c0] + (1) cpd11506[c0]	(1) 8-methyl-3-hydroxy-decanoyl-ACP [c0][c0] <=> (1) H2O [c0][c0] + (1) 8-methyl-trans-dec-2-enoyl-ACP [c0][c0]	0	0	-1000	0	1000
rxn05545_c0	>	Cytosol	((Hot5F3Rast.CDS.156 or Hot5F3Rast.CDS.156_mRNA) and (Hot5F3Rast.CDS.67 or Hot5F3Rast.CDS.838_mRNA or Hot5F3Rast.CDS.837_mRNA or Hot5F3Rast.CDS.838 or Hot5F3Rast.CDS.837 or Hot5F3Rast.CDS.67_mRNA))	Dipeptide transport via ABC system (ala-thr) [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd11582[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd11582[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) ala-L-Thr-L [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) ala-L-Thr-L [c0][c0]	0	0	0	0	1000
rxn08895_c0	=	Cytosol	(Hot5F3Rast.CDS.3240 or Hot5F3Rast.CDS.3240_mRNA or Hot5F3Rast.CDS.3319_mRNA or Hot5F3Rast.CDS.3319 or Hot5F3Rast.CDS.3868 or Hot5F3Rast.CDS.3868_mRNA)	murein D,D-endopeptidase (murein4px4p) (periplasm) [c0]		(1) cpd00001[c0] + (1) cpd15506[c0] <=> (1) cpd15505[c0]	(1) H2O [c0][c0] + (1) two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain) [c0][c0] <=> (1) two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain) [c0][c0]	0	0	-1000	0	1000
